Timestamp,RTU: Supply Air Temperature,RTU: Return Air Temperature,RTU: Supply Air Volumetric Flow Rate,RTU: Circuit 1 Discharge Temperature,RTU: Circuit 2 Discharge Temperature
2017-08-27 13:41:00,57.51,73.36,4365.0,146.3,121.0
2017-08-27 13:42:00,57.58,73.31,4366.0,146.7,116.1
2017-08-27 13:43:00,57.74,73.35,4364.0,147.3,111.9
2017-08-27 13:44:00,57.84,73.34,4368.0,146.8,108.4
2017-08-27 13:45:00,57.86,73.34,4364.0,146.7,105.6
2017-08-27 13:46:00,57.93,73.38,4365.0,146.6,103.1
2017-08-27 13:47:00,57.99,73.41,4360.0,146.3,101.0
2017-08-27 13:48:00,58.03,73.44,4363.0,146.3,99.3
2017-08-27 13:49:00,58.22,73.49,4362.0,146.9,98.0
2017-08-27 13:50:00,58.27,73.55,4358.0,146.9,97.0
2017-08-27 13:51:00,58.36,73.55,4365.0,146.9,96.0
2017-08-27 13:52:00,58.39,73.55,4365.0,146.7,95.2
2017-08-27 13:53:00,58.46,73.63,4363.0,146.9,94.5
2017-08-27 13:54:00,58.53,73.67,4365.0,147.2,94.1
2017-08-27 13:55:00,58.56,73.69,4360.0,147.5,93.9
2017-08-27 13:56:00,58.63,73.73,4373.0,147.4,93.7
2017-08-27 13:57:00,58.7,73.79,4351.0,147.7,93.5
2017-08-27 13:58:00,58.79,73.82,4362.0,148.0,93.5
2017-08-27 13:59:00,58.82,73.83,4354.0,148.2,93.4
2017-08-27 14:00:00,58.93,73.88,4353.0,147.9,93.2
2017-08-27 14:01:00,58.92,73.88,4365.0,147.9,93.1
2017-08-27 14:02:00,58.94,73.95,4360.0,148.4,95.5
2017-08-27 14:03:00,56.36,73.95,4388.0,148.4,129.3
2017-08-27 14:04:00,54.8,73.92,4387.0,147.7,150.4
2017-08-27 14:05:00,54.23,73.92,4393.0,147.1,158.5
2017-08-27 14:06:00,53.79,73.91,4396.0,146.4,161.3
2017-08-27 14:07:00,53.46,73.83,4392.0,146.5,162.6
2017-08-27 14:08:00,53.24,73.74,4401.0,146.6,162.8
2017-08-27 14:09:00,53.11,73.71,4397.0,147.2,163.3
2017-08-27 14:10:00,53.03,73.69,4391.0,148.2,163.9
2017-08-27 14:11:00,53.06,73.62,4397.0,148.3,163.5
2017-08-27 14:12:00,56.35,73.55,4362.0,146.4,155.3
2017-08-27 14:13:00,56.96,73.53,4363.0,147.2,146.5
2017-08-27 14:14:00,57.26,73.55,4365.0,147.4,138.5
2017-08-27 14:15:00,57.46,73.54,4357.0,147.1,130.3
2017-08-27 14:16:00,57.6,73.54,4364.0,147.2,124.0
2017-08-27 14:17:00,57.78,73.53,4360.0,147.5,118.6
2017-08-27 14:18:00,57.96,73.6,4363.0,148.0,114.5
2017-08-27 14:19:00,58.1,73.63,4365.0,148.8,110.7
2017-08-27 14:20:00,58.24,73.69,4357.0,148.6,107.7
2017-08-27 14:21:00,58.34,73.8,4361.0,148.0,104.9
2017-08-27 14:22:00,58.45,73.77,4354.0,148.2,102.7
2017-08-27 14:23:00,58.58,73.85,4349.0,148.4,100.9
2017-08-27 14:24:00,58.71,73.86,4348.0,149.1,99.7
2017-08-27 14:25:00,58.84,73.9,4357.0,149.7,98.6
2017-08-27 14:26:00,58.91,73.95,4348.0,150.3,97.8
2017-08-27 14:27:00,59.01,73.99,4358.0,150.5,97.2
2017-08-27 14:28:00,59.07,74.08,4347.0,150.4,96.6
2017-08-27 14:29:00,59.12,74.08,4349.0,150.1,96.0
2017-08-27 14:30:00,59.03,74.15,4345.0,150.2,98.8
2017-08-27 14:31:00,56.33,74.18,4383.0,149.5,133.1
2017-08-27 14:32:00,54.98,74.17,4387.0,148.0,151.5
2017-08-27 14:33:00,54.37,74.21,4387.0,147.6,159.2
2017-08-27 14:34:00,53.97,74.13,4388.0,147.2,162.1
2017-08-27 14:35:00,53.75,74.09,4392.0,147.8,163.9
2017-08-27 14:36:00,53.61,74.05,4385.0,149.4,165.4
2017-08-27 14:37:00,53.54,74.01,4393.0,150.5,166.1
2017-08-27 14:38:00,53.34,73.93,4390.0,149.7,165.3
2017-08-27 14:39:00,54.81,73.87,4374.0,148.6,162.2
2017-08-27 14:40:00,57.04,73.82,4356.0,147.5,152.2
2017-08-27 14:41:00,57.26,73.79,4352.0,147.7,144.0
2017-08-27 14:42:00,57.4,73.72,4361.0,147.3,135.1
2017-08-27 14:43:00,57.5,73.71,4360.0,146.6,127.8
2017-08-27 14:44:00,57.59,73.68,4357.0,146.6,121.6
2017-08-27 14:45:00,57.71,73.7,4354.0,146.6,116.2
2017-08-27 14:46:00,57.86,73.71,4360.0,147.1,112.2
2017-08-27 14:47:00,57.99,73.81,4354.0,147.6,108.6
2017-08-27 14:48:00,58.11,73.78,4358.0,147.9,106.0
2017-08-27 14:49:00,58.27,73.89,4354.0,148.1,103.7
2017-08-27 14:50:00,58.39,73.93,4359.0,148.4,102.0
2017-08-27 14:51:00,58.53,73.98,4341.0,149.3,100.7
2017-08-27 14:52:00,58.66,74.03,4359.0,150.2,99.6
2017-08-27 14:53:00,58.77,74.09,4350.0,150.3,98.8
2017-08-27 14:54:00,58.82,74.1,4356.0,149.8,97.9
2017-08-27 14:55:00,58.95,74.15,4346.0,150.1,97.3
2017-08-27 14:56:00,58.96,74.13,4355.0,150.0,96.7
2017-08-27 14:57:00,59.05,74.23,4356.0,150.4,97.4
2017-08-27 14:58:00,56.75,74.22,4375.0,150.5,127.5
2017-08-27 14:59:00,55.05,74.29,4388.0,148.4,149.7
2017-08-27 15:00:00,54.36,74.24,4389.0,147.9,158.6
2017-08-27 15:01:00,54.06,74.2,4385.0,148.9,163.3
2017-08-27 15:02:00,53.83,74.21,4395.0,150.2,165.4
2017-08-27 15:03:00,53.67,74.15,4394.0,150.7,166.3
2017-08-27 15:04:00,53.48,74.08,4383.0,150.8,166.3
2017-08-27 15:05:00,53.36,74.0,4389.0,150.5,165.8
2017-08-27 15:06:00,54.79,73.96,4365.0,148.9,162.0
2017-08-27 15:07:00,57.0,73.94,4352.0,148.8,152.3
2017-08-27 15:08:00,57.34,73.92,4363.0,149.5,144.5
2017-08-27 15:09:00,57.58,73.94,4346.0,149.7,136.0
2017-08-27 15:10:00,57.8,73.96,4353.0,149.8,129.2
2017-08-27 15:11:00,57.96,74.01,4348.0,150.5,123.4
2017-08-27 15:12:00,58.14,74.05,4353.0,150.7,118.7
2017-08-27 15:13:00,58.26,74.06,4349.0,150.1,114.7
2017-08-27 15:14:00,58.41,74.12,4352.0,150.3,111.4
2017-08-27 15:15:00,58.53,74.15,4346.0,150.2,108.7
2017-08-27 15:16:00,58.66,74.2,4347.0,150.6,106.5
2017-08-27 15:17:00,58.77,74.25,4345.0,151.1,104.8
2017-08-27 15:18:00,58.95,74.28,4347.0,151.6,103.4
2017-08-27 15:19:00,58.92,74.31,4344.0,151.2,102.3
2017-08-27 15:20:00,59.1,74.35,4346.0,151.2,101.3
2017-08-27 15:21:00,59.16,74.37,4350.0,151.4,101.3
2017-08-27 15:22:00,56.87,74.39,4368.0,151.5,128.1
2017-08-27 15:23:00,55.14,74.41,4376.0,149.3,150.5
2017-08-27 15:24:00,54.42,74.42,4379.0,148.4,159.0
2017-08-27 15:25:00,54.03,74.34,4385.0,148.2,162.7
2017-08-27 15:26:00,53.83,74.36,4383.0,149.2,165.2
2017-08-27 15:27:00,53.67,74.29,4387.0,150.6,166.9
2017-08-27 15:28:00,53.59,74.31,4380.0,150.9,167.1
2017-08-27 15:29:00,53.4,74.23,4381.0,150.6,166.8
2017-08-27 15:30:00,54.5,74.22,4366.0,149.6,164.8
2017-08-27 15:31:00,57.08,74.19,4348.0,148.3,155.3
2017-08-27 15:32:00,57.46,74.19,4348.0,148.9,147.1
2017-08-27 15:33:00,57.7,74.19,4346.0,149.5,138.7
2017-08-27 15:34:00,57.98,74.22,4339.0,149.5,131.2
2017-08-27 15:35:00,58.1,74.23,4347.0,149.5,125.3
2017-08-27 15:36:00,58.34,74.28,4347.0,150.1,120.3
2017-08-27 15:37:00,58.47,74.33,4353.0,150.2,115.8
2017-08-27 15:38:00,58.63,74.35,4352.0,150.3,112.5
2017-08-27 15:39:00,58.76,74.37,4339.0,150.8,109.6
2017-08-27 15:40:00,58.96,74.44,4341.0,151.0,107.1
2017-08-27 15:41:00,59.03,74.47,4337.0,151.1,105.1
2017-08-27 15:42:00,59.15,74.49,4337.0,150.8,103.4
2017-08-27 15:43:00,59.23,74.53,4343.0,151.2,102.1
2017-08-27 15:44:00,59.43,74.63,4333.0,152.3,101.1
2017-08-27 15:45:00,59.3,74.62,4351.0,152.8,103.0
2017-08-27 15:46:00,56.67,74.62,4371.0,151.9,136.1
2017-08-27 15:47:00,55.39,74.62,4387.0,151.2,155.3
2017-08-27 15:48:00,54.84,74.64,4382.0,150.8,162.8
2017-08-27 15:49:00,54.56,74.58,4373.0,152.0,167.0
2017-08-27 15:50:00,54.34,74.59,4382.0,153.0,168.7
2017-08-27 15:51:00,54.08,74.5,4377.0,152.5,168.3
2017-08-27 15:52:00,53.98,74.45,4386.0,152.3,168.1
2017-08-27 15:53:00,53.75,74.33,4380.0,152.1,167.7
2017-08-27 15:54:00,53.55,74.41,4382.0,151.1,166.8
2017-08-27 15:55:00,53.51,74.33,4384.0,151.2,167.1
2017-08-27 15:56:00,53.36,74.29,4383.0,151.2,166.7
2017-08-27 15:57:00,53.4,74.25,4383.0,151.0,166.2
2017-08-27 15:58:00,56.56,74.19,4352.0,148.6,158.0
2017-08-27 15:59:00,57.1,74.16,4336.0,148.6,149.2
2017-08-27 16:00:00,57.45,74.2,4351.0,148.9,141.5
2017-08-27 16:01:00,57.66,74.2,4347.0,150.1,133.7
2017-08-27 16:02:00,57.9,74.25,4345.0,150.5,127.1
2017-08-27 16:03:00,58.01,74.3,4343.0,150.2,121.7
2017-08-27 16:04:00,58.17,74.36,4344.0,150.5,117.1
2017-08-27 16:05:00,58.31,74.37,4343.0,150.4,113.5
2017-08-27 16:06:00,58.39,74.39,4337.0,150.3,110.2
2017-08-27 16:07:00,58.56,74.41,4342.0,150.5,107.6
2017-08-27 16:08:00,58.69,74.43,4348.0,150.7,105.7
2017-08-27 16:09:00,58.8,74.5,4353.0,151.4,103.9
2017-08-27 16:10:00,58.98,74.58,4344.0,151.9,102.6
2017-08-27 16:11:00,58.99,74.59,4334.0,151.4,101.5
2017-08-27 16:12:00,59.1,74.69,4340.0,150.8,100.4
2017-08-27 16:13:00,57.67,74.69,4354.0,151.1,118.0
2017-08-27 16:14:00,55.45,74.66,4372.0,149.1,147.0
2017-08-27 16:15:00,54.69,74.71,4372.0,148.8,158.1
2017-08-27 16:16:00,54.24,74.64,4375.0,149.1,163.2
2017-08-27 16:17:00,53.96,74.66,4384.0,149.1,165.1
2017-08-27 16:18:00,53.75,74.63,4379.0,149.5,165.9
2017-08-27 16:19:00,53.67,74.57,4371.0,149.8,166.4
2017-08-27 16:20:00,53.57,74.51,4384.0,150.4,166.8
2017-08-27 16:21:00,53.47,74.51,4376.0,150.3,166.5
2017-08-27 16:22:00,53.31,74.42,4378.0,149.9,165.9
2017-08-27 16:23:00,53.14,74.41,4378.0,149.5,165.4
2017-08-27 16:24:00,53.03,74.31,4382.0,149.3,165.3
2017-08-27 16:25:00,55.67,74.31,4354.0,147.6,159.7
2017-08-27 16:26:00,56.99,74.35,4346.0,148.2,150.3
2017-08-27 16:27:00,57.4,74.37,4342.0,148.9,142.7
2017-08-27 16:28:00,57.67,74.35,4335.0,150.2,135.1
2017-08-27 16:29:00,57.87,74.33,4344.0,150.8,127.9
2017-08-27 16:30:00,58.06,74.43,4350.0,150.9,122.1
2017-08-27 16:31:00,58.25,74.4,4346.0,150.7,117.6
2017-08-27 16:32:00,58.38,74.43,4338.0,150.6,113.5
2017-08-27 16:33:00,58.56,74.52,4342.0,150.1,110.3
2017-08-27 16:34:00,58.64,74.55,4340.0,150.0,107.4
2017-08-27 16:35:00,58.74,74.61,4335.0,149.9,105.1
2017-08-27 16:36:00,58.86,74.58,4341.0,150.0,103.1
2017-08-27 16:37:00,58.99,74.61,4335.0,150.2,101.5
2017-08-27 16:38:00,59.07,74.63,4339.0,150.3,100.2
2017-08-27 16:39:00,58.41,74.74,4339.0,151.0,108.9
2017-08-27 16:40:00,55.87,74.74,4370.0,149.4,141.6
2017-08-27 16:41:00,54.87,74.72,4381.0,149.0,156.1
2017-08-27 16:42:00,54.42,74.7,4378.0,148.9,162.1
2017-08-27 16:43:00,54.17,74.7,4381.0,149.6,165.4
2017-08-27 16:44:00,53.97,74.68,4379.0,150.5,166.8
2017-08-27 16:45:00,53.82,74.65,4379.0,150.8,167.3
2017-08-27 16:46:00,53.63,74.55,4368.0,150.7,167.0
2017-08-27 16:47:00,53.46,74.49,4378.0,149.9,166.2
2017-08-27 16:48:00,53.27,74.47,4383.0,149.2,165.3
2017-08-27 16:49:00,53.09,74.4,4380.0,148.8,164.9
2017-08-27 16:50:00,53.01,74.41,4376.0,149.0,165.2
2017-08-27 16:51:00,53.38,74.32,4389.0,148.8,164.3
2017-08-27 16:52:00,56.43,74.31,4343.0,146.3,155.7
2017-08-27 16:53:00,57.01,74.3,4344.0,147.4,147.0
2017-08-27 16:54:00,57.23,74.32,4348.0,147.8,139.0
2017-08-27 16:55:00,57.51,74.34,4352.0,148.3,131.1
2017-08-27 16:56:00,57.72,74.33,4345.0,148.7,124.9
2017-08-27 16:57:00,57.85,74.42,4345.0,149.4,119.7
2017-08-27 16:58:00,58.06,74.47,4349.0,149.8,115.2
2017-08-27 16:59:00,58.19,74.5,4344.0,150.0,111.6
2017-08-27 17:00:00,58.27,74.52,4344.0,149.8,108.6
2017-08-27 17:01:00,58.43,74.53,4341.0,149.7,106.0
2017-08-27 17:02:00,58.52,74.53,4353.0,149.7,103.9
2017-08-27 17:03:00,58.66,74.6,4345.0,149.8,102.2
2017-08-27 17:04:00,58.74,74.55,4340.0,150.1,100.8
2017-08-27 17:05:00,58.87,74.62,4341.0,150.2,99.7
2017-08-27 17:06:00,58.59,74.58,4350.0,150.8,104.3
2017-08-27 17:07:00,55.95,74.64,4364.0,149.7,138.6
2017-08-27 17:08:00,54.72,74.56,4368.0,148.8,154.7
2017-08-27 17:09:00,54.23,74.57,4373.0,148.9,161.6
2017-08-27 17:10:00,53.92,74.55,4380.0,149.5,164.7
2017-08-27 17:11:00,53.71,74.5,4371.0,149.5,165.5
2017-08-27 17:12:00,53.53,74.5,4378.0,149.4,165.8
2017-08-27 17:13:00,53.36,74.46,4373.0,149.5,165.8
2017-08-27 17:14:00,53.17,74.45,4374.0,149.1,165.4
2017-08-27 17:15:00,53.04,74.41,4383.0,148.8,165.2
2017-08-27 17:16:00,52.92,74.31,4380.0,148.6,164.9
2017-08-27 17:17:00,52.85,74.29,4376.0,148.8,165.1
2017-08-27 17:18:00,52.88,74.26,4378.0,149.6,165.5
2017-08-27 17:19:00,56.12,74.28,4336.0,147.4,157.8
2017-08-27 17:20:00,56.79,74.24,4350.0,147.5,148.8
2017-08-27 17:21:00,57.13,74.32,4350.0,148.1,141.0
2017-08-27 17:22:00,57.34,74.32,4343.0,148.7,132.8
2017-08-27 17:23:00,57.57,74.34,4349.0,149.0,125.9
2017-08-27 17:24:00,57.72,74.42,4349.0,148.6,120.3
2017-08-27 17:25:00,57.89,74.45,4340.0,148.3,115.7
2017-08-27 17:26:00,58.02,74.44,4351.0,148.4,111.7
2017-08-27 17:27:00,58.19,74.54,4344.0,148.7,108.4
2017-08-27 17:28:00,58.29,74.54,4345.0,149.0,105.7
2017-08-27 17:29:00,58.46,74.61,4343.0,149.2,103.7
2017-08-27 17:30:00,58.54,74.59,4346.0,149.3,101.8
2017-08-27 17:31:00,58.68,74.63,4340.0,149.2,100.3
2017-08-27 17:32:00,58.74,74.68,4346.0,149.2,99.0
2017-08-27 17:33:00,58.64,74.74,4334.0,149.7,101.2
2017-08-27 17:34:00,56.03,74.72,4370.0,149.2,134.6
2017-08-27 17:35:00,54.76,74.72,4377.0,148.4,153.0
2017-08-27 17:36:00,54.29,74.72,4374.0,149.4,161.6
2017-08-27 17:37:00,53.96,74.67,4378.0,150.0,165.0
2017-08-27 17:38:00,53.66,74.62,4382.0,149.8,165.8
2017-08-27 17:39:00,53.52,74.52,4388.0,150.0,166.3
2017-08-27 17:40:00,53.37,74.46,4372.0,150.6,167.0
2017-08-27 17:41:00,53.36,74.34,4375.0,151.4,167.6
2017-08-27 17:42:00,53.24,74.25,4380.0,151.7,167.6
2017-08-27 17:43:00,53.18,74.2,4383.0,152.0,167.8
2017-08-27 17:44:00,53.04,74.08,4377.0,151.9,167.5
2017-08-27 17:45:00,54.61,74.11,4363.0,150.5,163.9
2017-08-27 17:46:00,56.79,73.99,4342.0,149.7,153.7
2017-08-27 17:47:00,57.08,73.99,4342.0,150.3,145.6
2017-08-27 17:48:00,57.32,73.97,4356.0,151.1,137.3
2017-08-27 17:49:00,57.52,73.98,4346.0,151.2,129.7
2017-08-27 17:50:00,57.6,73.96,4340.0,150.5,123.7
2017-08-27 17:51:00,57.7,73.95,4359.0,149.6,118.5
2017-08-27 17:52:00,57.81,74.0,4363.0,149.1,114.0
2017-08-27 17:53:00,57.81,73.91,4348.0,148.7,110.2
2017-08-27 17:54:00,57.95,73.94,4343.0,148.2,107.0
2017-08-27 17:55:00,57.94,73.94,4346.0,147.8,104.3
2017-08-27 17:56:00,58.0,73.95,4353.0,147.5,102.0
2017-08-27 17:57:00,58.05,73.95,4350.0,146.9,100.1
2017-08-27 17:58:00,58.09,73.92,4344.0,146.4,98.3
2017-08-27 17:59:00,57.23,73.91,4360.0,146.8,108.1
2017-08-27 18:00:00,54.67,73.89,4386.0,144.8,138.7
2017-08-27 18:01:00,53.54,73.85,4389.0,143.7,151.2
2017-08-27 18:02:00,53.06,73.84,4387.0,143.4,156.5
2017-08-27 18:03:00,52.64,73.75,4392.0,143.4,158.6
2017-08-27 18:04:00,52.39,73.66,4386.0,143.2,159.1
2017-08-27 18:05:00,52.18,73.56,4388.0,143.2,159.3
2017-08-27 18:06:00,52.05,73.52,4387.0,143.5,159.4
2017-08-27 18:07:00,51.88,73.42,4384.0,143.3,159.2
2017-08-27 18:08:00,51.67,73.39,4393.0,143.1,158.8
2017-08-27 18:09:00,53.26,73.29,4372.0,141.2,154.9
2017-08-27 18:10:00,55.57,73.23,4356.0,140.5,145.3
2017-08-27 18:11:00,55.8,73.18,4353.0,141.4,137.3
2017-08-27 18:12:00,56.08,73.16,4361.0,141.9,129.2
2017-08-27 18:13:00,56.25,73.12,4357.0,142.1,121.9
2017-08-27 18:14:00,56.43,73.12,4362.0,142.2,116.0
2017-08-27 18:15:00,56.59,73.12,4351.0,142.3,111.0
2017-08-27 18:16:00,56.73,73.11,4362.0,142.3,106.8
2017-08-27 18:17:00,56.85,73.07,4358.0,142.4,103.4
2017-08-27 18:18:00,56.96,73.13,4356.0,142.6,100.5
2017-08-27 18:19:00,57.06,73.16,4363.0,142.7,98.1
2017-08-27 18:20:00,57.15,73.14,4353.0,142.9,96.2
2017-08-27 18:21:00,57.22,73.18,4350.0,143.0,94.6
2017-08-27 18:22:00,57.29,73.16,4354.0,142.9,93.3
2017-08-27 18:23:00,57.33,73.17,4357.0,142.6,92.1
2017-08-27 18:24:00,56.53,73.18,4366.0,143.0,101.5
2017-08-27 18:25:00,53.94,73.17,4384.0,141.4,133.8
2017-08-27 18:26:00,52.83,73.12,4399.0,140.7,147.5
2017-08-27 18:27:00,52.31,73.08,4398.0,140.5,153.2
2017-08-27 18:28:00,51.94,73.0,4401.0,140.4,155.5
2017-08-27 18:29:00,51.72,73.01,4395.0,140.5,156.4
2017-08-27 18:30:00,51.49,72.98,4395.0,140.5,156.6
2017-08-27 18:31:00,51.53,72.93,4398.0,140.3,156.1
2017-08-27 18:32:00,54.85,72.89,4356.0,138.2,148.2
2017-08-27 18:33:00,55.41,72.88,4354.0,139.5,139.5
2017-08-27 18:34:00,55.72,72.87,4366.0,140.3,131.6
2017-08-27 18:35:00,55.95,72.85,4358.0,140.9,123.8
2017-08-27 18:36:00,56.2,72.89,4363.0,141.4,117.4
2017-08-27 18:37:00,56.31,72.91,4367.0,141.6,112.1
2017-08-27 18:38:00,56.48,72.88,4363.0,141.6,107.6
2017-08-27 18:39:00,56.56,72.86,4357.0,141.5,103.9
2017-08-27 18:40:00,56.69,72.84,4366.0,141.5,100.8
2017-08-27 18:41:00,56.83,72.87,4360.0,141.8,98.2
2017-08-27 18:42:00,56.9,72.85,4360.0,142.0,96.2
2017-08-27 18:43:00,57.01,72.88,4360.0,142.2,94.5
2017-08-27 18:44:00,57.05,72.87,4364.0,142.4,93.1
2017-08-27 18:45:00,57.15,72.88,4367.0,142.3,92.0
2017-08-27 18:46:00,57.13,72.87,4360.0,142.4,91.1
2017-08-27 18:47:00,57.21,72.91,4366.0,142.3,90.3
2017-08-27 18:48:00,57.21,72.88,4350.0,142.2,89.7
2017-08-27 18:49:00,57.28,72.89,4353.0,142.2,89.1
2017-08-27 18:50:00,57.27,72.89,4356.0,142.2,88.7
2017-08-27 18:51:00,57.32,72.89,4368.0,142.3,88.3
2017-08-27 18:52:00,57.33,72.88,4363.0,142.6,88.0
2017-08-27 18:53:00,57.34,72.87,4361.0,142.6,87.8
2017-08-27 18:54:00,55.51,72.86,4371.0,143.3,112.3
2017-08-27 18:55:00,53.46,72.85,4398.0,141.6,140.2
2017-08-27 18:56:00,52.59,72.73,4403.0,141.6,151.0
2017-08-27 18:57:00,52.17,72.71,4393.0,142.2,155.8
2017-08-27 18:58:00,51.89,72.67,4392.0,142.2,157.4
2017-08-27 18:59:00,51.62,72.6,4397.0,142.1,157.8
2017-08-27 19:00:00,51.42,72.5,4397.0,141.9,157.6
2017-08-27 19:01:00,51.76,72.39,4407.0,141.1,156.2
2017-08-27 19:02:00,54.84,72.34,4356.0,139.0,147.7
2017-08-27 19:03:00,55.29,72.31,4364.0,140.4,139.2
2017-08-27 19:04:00,55.39,72.29,4360.0,141.3,127.8
2017-08-27 19:05:00,52.91,72.33,4398.0,141.8,136.3
2017-08-27 19:06:00,51.7,72.29,4398.0,140.5,147.4
2017-08-27 19:07:00,51.76,72.26,4396.0,139.7,151.4
2017-08-27 19:08:00,54.69,72.25,4365.0,138.2,143.9
2017-08-27 19:09:00,55.26,72.28,4374.0,139.9,136.0
2017-08-27 19:10:00,55.53,72.28,4367.0,140.3,129.0
2017-08-27 19:11:00,55.77,72.34,4367.0,140.7,121.8
2017-08-27 19:12:00,55.92,72.35,4375.0,141.0,115.6
2017-08-27 19:13:00,56.07,72.36,4368.0,141.3,110.6
2017-08-27 19:14:00,56.18,72.4,4367.0,141.3,106.3
2017-08-27 19:15:00,56.26,72.35,4362.0,141.1,102.7
2017-08-27 19:16:00,56.33,72.38,4373.0,140.9,99.8
2017-08-27 19:17:00,56.41,72.34,4374.0,140.9,97.2
2017-08-27 19:18:00,56.45,72.31,4371.0,140.9,95.1
2017-08-27 19:19:00,54.92,72.27,4386.0,141.5,110.6
2017-08-27 19:20:00,52.69,72.27,4393.0,139.6,137.4
2017-08-27 19:21:00,51.82,72.2,4406.0,139.1,148.0
2017-08-27 19:22:00,53.93,72.17,4375.0,137.2,146.3
2017-08-27 19:23:00,55.2,72.08,4369.0,138.6,137.5
2017-08-27 19:24:00,55.58,72.04,4367.0,139.5,130.5
2017-08-27 19:25:00,55.79,72.0,4376.0,140.1,123.6
2017-08-27 19:26:00,56.02,72.06,4375.0,140.4,116.9
2017-08-27 19:27:00,56.16,71.99,4366.0,140.2,111.4
2017-08-27 19:28:00,56.17,71.96,4370.0,140.1,106.9
2017-08-27 19:29:00,56.28,72.0,4372.0,140.1,103.1
2017-08-27 19:30:00,56.32,72.0,4370.0,140.0,99.9
2017-08-27 19:31:00,56.35,72.0,4374.0,139.8,97.2
2017-08-27 19:32:00,56.37,71.97,4362.0,139.7,95.0
2017-08-27 19:33:00,56.41,72.01,4374.0,139.7,93.1
2017-08-27 19:34:00,56.46,71.99,4372.0,139.8,91.6
2017-08-27 19:35:00,54.34,71.99,4393.0,140.5,114.3
2017-08-27 19:36:00,52.39,71.95,4402.0,138.5,138.3
2017-08-27 19:37:00,51.55,71.91,4405.0,137.8,147.6
2017-08-27 19:38:00,54.23,71.87,4380.0,135.8,143.5
2017-08-27 19:39:00,55.12,71.82,4363.0,137.6,135.2
2017-08-27 19:40:00,55.38,71.79,4364.0,138.4,128.3
2017-08-27 19:41:00,55.65,71.75,4381.0,139.0,121.6
2017-08-27 19:42:00,55.89,71.77,4377.0,139.1,115.0
2017-08-27 19:43:00,55.93,71.7,4374.0,139.1,109.7
2017-08-27 19:44:00,56.06,71.72,4378.0,139.2,105.2
2017-08-27 19:45:00,56.11,71.72,4370.0,139.2,101.6
2017-08-27 19:46:00,56.16,71.7,4370.0,139.2,98.5
2017-08-27 19:47:00,56.21,71.69,4378.0,139.1,96.0
2017-08-27 19:48:00,56.21,71.68,4370.0,139.0,93.8
2017-08-27 19:49:00,56.25,71.72,4370.0,138.7,92.0
2017-08-27 19:50:00,56.24,71.68,4373.0,138.6,91.0
2017-08-27 19:51:00,53.9,71.69,4400.0,139.0,116.3
2017-08-27 19:52:00,52.08,71.69,4406.0,137.2,138.2
2017-08-27 19:53:00,51.37,71.65,4409.0,137.0,147.2
2017-08-27 19:54:00,54.32,71.59,4383.0,135.3,142.2
2017-08-27 19:55:00,54.92,71.55,4368.0,137.0,134.0
2017-08-27 19:56:00,55.25,71.56,4377.0,137.5,127.1
2017-08-27 19:57:00,55.52,71.52,4377.0,138.1,120.7
2017-08-27 19:58:00,55.66,71.54,4374.0,138.4,114.6
2017-08-27 19:59:00,55.79,71.46,4372.0,138.6,108.9
2017-08-27 20:00:00,55.88,71.52,4379.0,138.6,104.4
2017-08-27 20:01:00,55.94,71.45,4371.0,138.6,100.8
2017-08-27 20:02:00,56.01,71.46,4375.0,138.5,97.8
2017-08-27 20:03:00,56.06,71.48,4371.0,138.4,95.2
2017-08-27 20:04:00,56.09,71.51,4369.0,138.3,93.1
2017-08-27 20:05:00,56.07,71.56,4373.0,138.2,91.3
2017-08-27 20:06:00,56.09,71.52,4378.0,138.1,89.8
2017-08-27 20:07:00,56.14,71.52,4372.0,137.8,89.2
2017-08-27 20:08:00,53.64,71.49,4400.0,138.1,115.2
2017-08-27 20:09:00,51.84,71.49,4408.0,135.9,136.7
2017-08-27 20:10:00,51.09,71.41,4417.0,135.2,145.3
2017-08-27 20:11:00,54.1,71.3,4376.0,133.4,140.1
2017-08-27 20:12:00,54.77,71.29,4383.0,135.2,132.1
2017-08-27 20:13:00,55.03,71.29,4374.0,136.0,125.3
2017-08-27 20:14:00,55.26,71.24,4374.0,136.5,118.6
2017-08-27 20:15:00,55.5,71.25,4381.0,136.9,112.2
2017-08-27 20:16:00,55.57,71.24,4379.0,137.1,107.0
2017-08-27 20:17:00,55.65,71.26,4371.0,137.1,102.7
2017-08-27 20:18:00,55.76,71.32,4370.0,137.2,99.1
2017-08-27 20:19:00,55.78,71.32,4382.0,137.2,96.1
2017-08-27 20:20:00,55.82,71.29,4375.0,137.1,93.6
2017-08-27 20:21:00,55.82,71.33,4375.0,136.9,91.5
2017-08-27 20:22:00,55.88,71.33,4376.0,136.6,89.6
2017-08-27 20:23:00,55.85,71.28,4379.0,136.5,88.2
2017-08-27 20:24:00,55.92,71.32,4375.0,136.6,87.0
2017-08-27 20:25:00,55.89,71.3,4378.0,136.5,86.0
2017-08-27 20:26:00,55.82,71.34,4377.0,136.5,87.2
2017-08-27 20:27:00,53.06,71.27,4409.0,136.5,117.4
2017-08-27 20:28:00,51.55,71.3,4410.0,134.7,136.8
2017-08-27 20:29:00,51.04,71.25,4414.0,134.1,144.4
